Date,Open,High,Low,Close,Volume,Adj Close
2016-05-27,29.27,31.47,29.03,29.78,83498100,29.78
2016-05-26,25.91,28.88,25.11,28.88,64838100,28.88
2016-05-25,26.00,27.95,25.50,26.25,63671900,26.25
2016-05-24,26.88,26.89,25.59,25.65,68375400,25.65
2016-05-23,25.25,25.25,25.25,25.25,4201900,25.25
2016-05-20,21.46,22.95,21.35,22.95,19216000,22.95
2016-05-19,20.69,21.65,20.56,20.86,21122900,20.86
2016-05-18,21.60,21.79,19.99,20.47,19274200,20.47
2016-05-17,22.50,22.85,21.96,22.05,19479900,22.05
2016-05-16,21.83,22.70,21.62,22.62,19592500,22.62
2016-05-13,21.17,22.90,20.92,22.12,24759100,22.12
2016-05-12,20.46,21.39,19.72,21.38,18703300,21.38
2016-05-11,22.56,22.58,21.11,21.20,17687200,21.20
2016-05-10,22.35,22.93,21.88,22.17,16290500,22.17
2016-05-09,23.50,23.52,22.00,22.39,26790000,22.39
2016-05-06,25.05,26.20,24.06,24.09,42177500,24.09
2016-05-05,24.85,25.39,24.55,25.23,26169600,25.03
2016-05-04,24.60,26.19,24.47,25.18,46321900,24.9804
2016-05-03,22.26,24.74,22.13,24.74,38234500,24.54388
2016-05-02,22.49,22.49,22.49,22.49,000,22.31172
2016-04-29,22.90,23.45,22.45,22.49,18989400,22.31172
2016-04-28,22.74,23.18,21.83,22.99,22320300,22.80776
2016-04-27,23.11,23.19,22.27,22.51,17291600,22.33156
2016-04-26,22.90,23.14,22.22,23.11,18080400,22.92681
2016-04-25,22.56,22.97,21.50,22.95,21466000,22.76807
2016-04-22,21.90,22.68,21.78,22.56,20048700,22.38116
2016-04-21,22.90,23.25,22.12,22.20,28207900,22.02402
2016-04-20,25.40,25.68,23.58,23.58,45412000,23.39308
2016-04-19,26.50,27.77,26.02,26.20,52961500,25.99231
2016-04-18,25.50,26.68,24.60,26.20,40950300,25.99231
2016-04-15,25.83,26.39,25.52,25.82,33194800,25.61532
2016-04-14,25.56,26.00,25.16,25.72,30130700,25.51612
2016-04-13,26.23,26.93,25.68,25.70,48730900,25.49628
2016-04-12,25.52,26.48,25.20,26.40,49249400,26.19073
2016-04-11,26.80,27.78,26.20,26.20,60728000,25.99231
2016-04-08,26.62,26.62,25.88,26.62,78699500,26.40898
2016-04-07,24.20,24.20,24.20,24.20,2492700,24.00817
2016-04-06,22.00,22.00,22.00,22.00,1934300,21.8256
2016-04-05,20.00,20.00,20.00,20.00,2847300,19.84146
2016-04-04,18.18,18.18,18.18,18.18,000,18.03589
2016-04-01,18.43,18.52,17.81,18.18,13378600,18.03589
2016-03-31,19.10,19.18,18.54,18.61,17905000,18.46248
2016-03-30,17.94,18.96,17.70,18.83,15527800,18.68073
2016-03-29,17.87,18.18,17.31,17.70,11459800,17.55969
2016-03-28,18.60,19.13,17.76,17.89,13870500,17.74818
2016-03-25,18.23,18.74,18.11,18.40,11946400,18.25414
2016-03-24,19.13,19.23,18.38,18.39,19255400,18.24422
2016-03-23,18.54,19.48,18.54,19.45,18898600,19.29582
2016-03-22,18.50,19.28,18.40,18.72,19155800,18.5716
2016-03-21,18.80,19.05,18.31,18.98,26281700,18.82954
2016-03-18,17.45,18.50,17.20,18.26,25592000,18.11525
2016-03-17,16.31,17.47,16.23,17.38,22117300,17.24223
2016-03-16,16.85,16.98,16.02,16.27,11635200,16.14103
2016-03-15,16.94,17.15,16.42,16.51,12298800,16.37912
2016-03-14,16.61,17.31,16.43,16.97,17444800,16.83548
2016-03-11,15.61,16.20,15.20,16.20,13580900,16.07158
2016-03-10,15.90,16.70,15.38,16.07,15655600,15.94261
2016-03-09,16.00,16.39,15.68,15.88,11054300,15.75412
2016-03-08,15.68,16.49,14.45,16.49,15650700,16.35928
2016-03-07,15.52,16.30,15.52,15.69,10779500,15.56562
2016-03-04,16.50,16.70,15.18,15.20,15950900,15.07951
2016-03-03,16.79,17.75,16.61,16.74,16449700,16.6073
2016-03-02,15.85,16.95,15.52,16.86,15384800,16.72635
2016-03-01,15.40,16.39,14.70,15.99,13103600,15.86325
2016-02-29,17.10,17.17,15.68,15.68,12529000,15.5557
2016-02-26,18.20,18.34,16.90,17.42,15125400,17.28191
2016-02-25,20.24,20.33,18.25,18.25,15509900,18.10533
2016-02-24,20.38,20.84,19.56,20.28,16430300,20.11924
2016-02-23,20.98,20.99,19.90,20.48,15480500,20.31765
2016-02-22,21.00,21.20,20.55,21.01,19604500,20.84345
2016-02-19,19.88,20.86,19.72,20.55,18764600,20.3871
2016-02-18,20.85,20.85,19.86,20.07,19869100,19.9109
2016-02-17,20.20,20.68,19.60,20.49,25702500,20.32757
2016-02-16,18.56,20.00,18.40,20.00,20195400,19.84146
2016-02-15,17.60,18.51,17.35,18.18,11172300,18.03589
2016-02-12,18.70,18.70,18.70,18.70,000,18.55176
2016-02-11,18.70,18.70,18.70,18.70,000,18.55176
2016-02-10,18.70,18.70,18.70,18.70,000,18.55176
2016-02-09,18.70,18.70,18.70,18.70,000,18.55176
2016-02-08,18.70,18.70,18.70,18.70,000,18.55176
2016-02-05,19.10,19.72,18.70,18.70,13541800,18.55176
2016-02-04,18.88,19.44,18.80,19.05,15495400,18.89899
2016-02-03,18.79,19.09,18.21,18.88,12674100,18.73034
2016-02-02,18.45,19.61,18.22,19.11,16370400,18.95851
2016-02-01,18.59,18.75,17.48,18.42,17872800,18.27398
2016-01-29,16.50,18.10,16.40,18.10,14319900,17.95652
2016-01-28,16.90,17.24,16.28,16.45,12986200,16.3196
2016-01-27,17.64,18.00,16.25,17.24,15583800,17.10334
2016-01-26,19.90,19.91,18.00,18.00,11543800,17.85731
2016-01-25,20.08,20.20,19.48,20.00,13475800,19.84146
2016-01-22,19.49,19.89,18.20,19.84,16701600,19.68273
2016-01-21,20.00,21.00,18.98,18.99,18405500,18.83946
2016-01-20,19.80,21.37,19.50,20.69,24225200,20.52599
2016-01-19,19.66,20.72,19.03,20.18,26548400,20.02003
2016-01-18,17.01,19.01,17.00,19.01,10178800,18.85931
2016-01-15,18.45,18.60,17.20,17.28,14690400,17.14302
2016-01-14,17.08,19.32,16.35,18.94,18447500,18.78986
2016-01-13,19.98,20.20,18.00,18.00,12778800,17.85731
2016-01-12,21.00,21.28,19.00,20.00,11125900,19.84146
2016-01-11,22.50,22.79,21.06,21.06,10624100,20.89306
2016-01-08,23.90,24.95,21.58,23.40,10534800,23.21451
2016-01-07,25.59,25.59,23.66,23.66,3001600,23.47245
2016-01-06,25.50,26.90,25.21,26.29,12369700,26.0816
2016-01-05,24.42,26.41,24.38,24.59,12996100,24.39507
2016-01-04,30.08,30.34,27.09,27.09,7330200,26.87526
2016-01-01,30.10,30.10,30.10,30.10,000,29.8614
2015-12-31,31.01,31.18,29.93,30.10,8018100,29.8614
2015-12-30,30.73,31.46,30.47,30.95,9593700,30.70466
2015-12-29,30.10,30.48,29.89,30.45,6443500,30.20862
2015-12-28,31.30,31.58,30.09,30.11,9165900,29.87132
2015-12-25,31.17,31.48,30.68,30.91,6790300,30.66497
2015-12-24,31.86,32.37,30.51,31.18,9853800,30.93283
2015-12-23,32.01,33.37,31.75,32.17,15047400,31.91498
2015-12-22,32.42,32.65,31.56,31.96,10222700,31.70665
2015-12-21,32.80,33.50,31.78,32.10,15033900,31.84554
2015-12-18,32.46,34.50,32.32,32.78,26392100,32.52015
2015-12-17,30.99,33.70,30.00,33.70,29365400,33.43286
2015-12-16,30.80,31.80,30.30,30.64,20655900,30.39711
2015-12-15,29.60,30.80,29.40,30.67,24013500,30.42688
2015-12-14,29.89,31.50,29.00,29.38,31106100,29.1471
2015-12-11,30.56,30.56,29.00,30.56,33648300,30.31775
2015-12-10,27.78,27.78,27.78,27.78,100000,27.55979
2015-12-09,25.25,25.25,25.25,25.25,228900,25.04984
2015-12-08,22.95,22.95,22.95,22.95,000,22.76807
2015-12-07,22.95,22.95,22.95,22.95,000,22.76807
2015-12-04,22.95,22.95,22.95,22.95,000,22.76807
2015-12-03,22.95,22.95,22.95,22.95,000,22.76807
2015-12-02,22.95,22.95,22.95,22.95,000,22.76807
2015-12-01,22.95,22.95,22.95,22.95,000,22.76807
2015-11-30,22.95,22.95,22.95,22.95,000,22.76807
2015-11-27,22.95,22.95,22.95,22.95,000,22.76807
2015-11-26,22.95,22.95,22.95,22.95,000,22.76807
2015-11-25,22.95,22.95,22.95,22.95,000,22.76807
2015-11-24,22.95,22.95,22.95,22.95,000,22.76807
2015-11-23,22.95,22.95,22.95,22.95,000,22.76807
2015-11-20,22.95,22.95,22.95,22.95,000,22.76807
2015-11-19,22.95,22.95,22.95,22.95,000,22.76807
2015-11-18,22.95,22.95,22.95,22.95,000,22.76807
2015-11-17,22.95,22.95,22.95,22.95,000,22.76807
2015-11-16,22.95,22.95,22.95,22.95,000,22.76807
2015-11-13,22.95,22.95,22.95,22.95,000,22.76807
2015-11-12,22.95,22.95,22.95,22.95,000,22.76807
2015-11-11,22.95,22.95,22.95,22.95,000,22.76807
2015-11-10,22.95,22.95,22.95,22.95,000,22.76807
2015-11-09,22.95,22.95,22.95,22.95,000,22.76807
2015-11-06,22.95,22.95,22.95,22.95,000,22.76807
2015-11-05,22.95,22.95,22.95,22.95,000,22.76807
2015-11-04,22.95,22.95,22.95,22.95,000,22.76807
2015-11-03,22.95,22.95,22.95,22.95,000,22.76807
2015-11-02,22.95,22.95,22.95,22.95,000,22.76807
2015-10-30,22.95,22.95,22.95,22.95,000,22.76807
2015-10-29,22.95,22.95,22.95,22.95,000,22.76807
2015-10-28,22.95,22.95,22.95,22.95,000,22.76807
2015-10-27,22.95,22.95,22.95,22.95,000,22.76807
2015-10-26,22.95,22.95,22.95,22.95,000,22.76807
2015-10-23,22.95,22.95,22.95,22.95,000,22.76807
2015-10-22,22.95,22.95,22.95,22.95,000,22.76807
2015-10-21,22.95,22.95,22.95,22.95,000,22.76807
2015-10-20,22.95,22.95,22.95,22.95,000,22.76807
2015-10-19,22.95,22.95,22.95,22.95,000,22.76807
2015-10-16,22.95,22.95,22.95,22.95,000,22.76807
2015-10-15,22.95,22.95,22.95,22.95,000,22.76807
2015-10-14,22.95,22.95,22.95,22.95,000,22.76807
2015-10-13,22.95,22.95,22.95,22.95,000,22.76807
2015-10-12,22.95,22.95,22.95,22.95,000,22.76807
2015-10-09,22.95,22.95,22.95,22.95,000,22.76807
2015-10-08,22.95,22.95,22.95,22.95,000,22.76807
2015-10-07,22.95,22.95,22.95,22.95,000,22.76807
2015-10-06,22.95,22.95,22.95,22.95,000,22.76807
2015-10-05,22.95,22.95,22.95,22.95,000,22.76807
2015-10-02,22.95,22.95,22.95,22.95,000,22.76807
2015-10-01,22.95,22.95,22.95,22.95,000,22.76807
2015-09-30,22.95,22.95,22.95,22.95,000,22.76807
2015-09-29,22.95,22.95,22.95,22.95,000,22.76807
2015-09-28,24.36,26.22,22.95,22.95,12388300,22.76807
2015-09-25,22.95,22.95,22.95,22.95,000,22.76807
2015-09-24,22.95,22.95,22.95,22.95,000,22.76807
2015-09-23,22.95,22.95,22.95,22.95,000,22.76807
2015-09-22,22.95,22.95,22.95,22.95,000,22.76807
2015-09-21,22.95,22.95,22.95,22.95,000,22.76807
2015-09-18,22.95,22.95,22.95,22.95,000,22.76807
2015-09-17,22.95,22.95,22.95,22.95,000,22.76807
2015-09-16,22.95,22.95,22.95,22.95,000,22.76807
2015-09-15,22.95,22.95,22.95,22.95,000,22.76807
2015-09-14,22.95,22.95,22.95,22.95,000,22.76807
2015-09-11,22.95,22.95,22.95,22.95,000,22.76807
2015-09-10,22.95,22.95,22.95,22.95,000,22.76807
2015-09-09,22.95,22.95,22.95,22.95,000,22.76807
2015-09-08,22.95,22.95,22.95,22.95,000,22.76807
2015-09-07,22.95,22.95,22.95,22.95,000,22.76807
2015-09-04,22.95,22.95,22.95,22.95,000,22.76807
2015-09-03,22.95,22.95,22.95,22.95,000,22.76807
2015-09-02,22.95,22.95,22.95,22.95,000,22.76807
2015-09-01,22.95,22.95,22.95,22.95,000,22.76807
2015-08-31,22.95,22.95,22.95,22.95,000,22.76807
2015-08-28,22.95,22.95,22.95,22.95,000,22.76807
2015-08-27,22.95,22.95,22.95,22.95,000,22.76807
2015-08-26,22.95,22.95,22.95,22.95,000,22.76807
2015-08-25,22.95,22.95,22.95,22.95,000,22.76807
2015-08-24,22.95,22.95,22.95,22.95,000,22.76807
